SUBURB,BOX-CODE,STR-CODE,AREA,
EERSTEMYN,9466,9459,WELKOM,
EERSTERUS,0401,0407,HAMMANSKRAAL,
EERSTERUS,0021,0022,SILVERTON,
EERSTERUS EXT 2,0021,0022,SILVERTON,
EERSTERUS UIT 2,0021,0022,SILVERTON,
EERSTERUS EXT 4,,0022,SILVERTON,
EERSTERUS UIT 4,,0022,SILVERTON,
EERSTERUS EXT 5,,0022,SILVERTON,
EERSTERUS UIT 5,,0022,SILVERTON,
EERSTERUS EXT 6,,0022,SILVERTON,
EERSTERUS UIT 6,,0022,SILVERTON,
EFAYE,3236,,DALTON,
EFFINGHAM HEIGHTS,,4051,DURBAN NORTH,
EGAGASINI,3972,,MKUZE,
EGERTON,,3370,LADYSMITH,
EGOSO,5050,,ENGCOBO,
EGUGWINI,4310,,INANDA,
EGYPT,9700,9702,BETHLEHEM,
EGIPTE,9700,9702,BETHLEHEM,
EHASHINI,3226,,ELANDSKOP,
EHEWU,5362,,WHITTLESEA,
EHRLICH PARK,9312,9301,BLOEMFONTEIN,
EHRLICHPARK,9312,9301,BLOEMFONTEIN,
EIKEFONTEIN,7571,7570,KRAAIFONTEIN,
EIKENBOSCH,,7530,BELLVILLE,
EIKENBOSCH ESTATE,,7580,BELLVILLE,
EIKENBOSCH LANDGOED,,7580,BELLVILLE,
EIKENDAL,,7570,KRAAIFONTEIN,
EIKENHOF,1872,1961,MEYERTON,
EIKENHOF EXT 2,1872,1872,MEYERTON,
EIKENHOF UIT 2,1872,1872,MEYERTON,
EIKEPARK,,1759,RANDFONTEIN,
EILAND,0885,,LETSITELE,
EINDHOVEN,,7100,EERSTE RIVER,
EISLEBEN,0818,,POLOKWANE,
EJEES,,1739,KRUGERSDORP,
EKA HOMU,0831,,MALAMULELE,
EKANDUSTRIA,1028,,BRONKHORSTSPRUIT,
EKANGALA,1021,1021,BRONKHORSTSPRUIT,
EKANGALA EXT A,1021,1021,EKANGALA,
EKANGALA UIT A,1021,1021,EKANGALA,
EKANGALA EXT B,1021,1021,EKANGALA,
EKANGALA UIT B,1021,1021,EKANGALA,
EKANGALA EXT C,1021,1021,EKANGALA,
EKANGALA UIT C,1021,1021,EKANGALA,
EKANGALA EXT D,1021,1021,EKANGALA,
EKANGALA UIT D,1021,1021,EKANGALA,
EKANGALA EXT E,1021,1021,EKANGALA,
EKANGALA UIT E,1021,1021,EKANGALA,
EKANGALA EXT F,1021,1021,EKANGALA,
EKANGALA UIT F,1021,1021,EKANGALA,
EKANGALA EXT G,1021,1021,EKANGALA,
EKANGALA UIT G,1021,1021,EKANGALA,
EKANGALA SECTION A,1021,1021,BRONKHORSTSPRUIT,
EKANGALA SEKSIE A,1021,1021,BRONKHORSTSPRUIT,
EKANGALA SECTION B,1021,1021,BRONKHORSTSPRUIT,
EKANGALA SEKSIE B,1021,1021,BRONKHORSTSPRUIT,
EKANGALA SECTION D,1021,1021,BRONKHORSTSPRUIT,
EKANGALA SEKSIE D,1021,1021,BRONKHORSTSPRUIT,
EKHOMBE,3859,,NKANDLA,
EKHWEZENI HOSTEL,1435,,KATLEHONG,
EKKLESIA,,0186,PRETORIA,
EKKLESIA EXT 1,,0186,PRETORIA,
EKKLESIA UIT 1,,0186,PRETORIA,
EKKLESIA EXT 3,,0186,PRETORIA,
EKKLESIA UIT 3,,0186,PRETORIA,
EKSTEENFONTEIN,8284,,PORT NOLLOTH,
EKUKHANYENI,3857,,MELMOTH,
EKULINDENI,1301,,BELFAST,
EKUMANAZENI,4310,4309,INANDA,
EKUPHAKAMENI,4310,4309,INANDA,
EKUPHULENI,6191,,KENTON ON SEA,
EKUPHUMLENI,3242,,OZWATINI,
EKUPHUMLENI,,7784,KHAYELITSHA,
EKUPHUMLENI,6191,,KENTON ON SEA,
EKUPHUMLENI,,5360,WHITTLESEA,
EKUTHULENI,4103,,UMBUMBULU,
EKUTULENI,4103,,UMBUMBULU,
EKUVUKENI,3383,,LADYSMITH,
EKUVUKENI,2920,,WASBANK,
EKUVUKENI 1,2920,,WASBANK,
EKWENDENI,3020,,POMEROY,
EL TORO PARK,,8301,KIMBERLEY,
ELANDIA,,2571,KLERKSDORP,
ELANDIA,,9499,KROONSTAD,
ELANDS BAY,8110,,PIKETBERG,
ELANDSBAAI,8110,,PIKETBERG,
ELANDS RIDGE,2500,2499,CARLETONVILLE,
ELANDSRAND,2500,2499,CARLETONVILLE,
ELANDS RIDGE,,0250,BRITS,
ELANDSRAND,,0250,BRITS,
ELANDS RIDGE EXT 4,2500,2499,CARLETONVILLE,
ELANDSRAND UIT 4,2500,2499,CARLETONVILLE,
ELANDSDOORN,0485,,GROBLERSDAL,
ELANDSDRIF,1747,1739,MULDERSDRIF,
ELANDSFONTEIN,,1779,WESTONARIA,
ELANDSFONTEIN,1406,1601,GERMISTON,
ELANDSFONTEIN RAIL,,1429,ELANDSFONTEIN,
ELANDSFONTEIN SPOOR,,1429,ELANDSFONTEIN,
ELANDSGOUD,2508,2499,CARLETONVILLE,
ELANDSHAVEN,,1449,ALBERTON,
ELANDSHAVEN,,1429,ELANDSFONTEIN,
ELANDSHAVEN EXT 3,,1429,ELANDSFONTEIN,
ELANDSHAVEN UIT 3,,1429,ELANDSFONTEIN,
ELANDSHEUWEL,,2571,KLERKSDORP,
ELANDSHOEK,1208,,NELSPRUIT,
ELANDSHOOGTE,5480,,MACLEAR,
ELANDSKLOOF RPA,7342,7342,WESTERN CAPE,
ELANDSKOP,3226,,PIETERMARITZBURG,
ELANDSKRAAL,3017,,DUNDEE,
ELANDSLAAGTE,2900,,LADYSMITH,
ELANDSPARK,,2197,JOHANNESBURG,
ELANDSPOORT,0032,0183,PRETORIA,
ELANDSVLEI,,1759,RANDFONTEIN,
ELANGENI,,6506,MOSSEL BAY,
ELARDUSPARK,0047,0181,PRETORIA,
ELARDUSPARK EXT 1,,0181,WATERKLOOF,
ELARDUSPARK UIT 1,,0181,WATERKLOOF,
ELARDUSPARK EXT 11,,0181,WATERKLOOF,
ELARDUSPARK UIT 11,,0181,WATERKLOOF,
ELARDUSPARK EXT 15,0153,0181,PRETORIA,
ELARDUSPARK UIT 15,0153,0181,PRETORIA,
ELARDUSPARK EXT 18,0047,0181,PRETORIA,
ELARDUSPARK UIT 18,0047,0181,PRETORIA,
ELARDUSPARK EXT 2,,0181,WATERKLOOF,
ELARDUSPARK UIT 2,,0181,WATERKLOOF,
ELARDUSPARK EXT 26,0047,0181,PRETORIA,
ELARDUSPARK UIT 26,0047,0181,PRETORIA,
ELARDUSPARK EXT 3,,0181,WATERKLOOF,
ELARDUSPARK UIT 3,,0181,WATERKLOOF,
ELARDUSPARK EXT 4,,0181,WATERKLOOF,
ELARDUSPARK UIT 4,,0181,WATERKLOOF,
ELARDUSPARK EXT 5,,0181,WATERKLOOF,
ELARDUSPARK UIT 5,,0181,WATERKLOOF,
ELARDUSPARK EXT 6,,0181,WATERKLOOF,
ELARDUSPARK UIT 6,,0181,WATERKLOOF,
ELARDUSPARK EXT 7,,0181,WATERKLOOF,
ELARDUSPARK UIT 7,,0181,WATERKLOOF,
ELARDUSPARK EXT 9,,0181,WATERKLOOF,
ELARDUSPARK UIT 9,,0181,WATERKLOOF,
ELCEDES,,2094,JOHANNESBURG,
ELDO MANOR,,0157,CENTURION,
ELDO VIEW,0149,0157,CENTURION,
ELDOSIG,0149,0157,CENTURION,
ELDOGLEN,0171,0157,CENTURION,
ELDOPARK,0166,0157,CENTURION,
ELDORADO,0718,,RADITSHABA,
ELDORADO PARK,1813,1811,ELDORADOPARK,
ELDORADOPARK,1813,1811,ELDORADOPARK,
ELDORADOPARK EXT,,1811,ELDORADOPARK,
ELDORADOPARK UIT,,1811,ELDORADOPARK,
ELDORADOPARK EXT 1,,1811,ELDORADOPARK,
ELDORADOPARK UIT 1,,1811,ELDORADOPARK,
ELDORADOPARK EXT 10,,1811,ELDORADOPARK,
ELDORADOPARK UIT 10,,1811,ELDORADOPARK,
ELDORADOPARK EXT 11,,1811,ELDORADOPARK,
ELDORADOPARK UIT 11,,1811,ELDORADOPARK,
ELDORADOPARK EXT 13,,1811,ELDORADOPARK,
ELDORADOPARK UIT 13,,1811,ELDORADOPARK,
ELDORADOPARK EXT 2,,1811,ELDORADOPARK,
ELDORADOPARK UIT 2,,1811,ELDORADOPARK,
ELDORADOPARK EXT 3,,1811,ELDORADOPARK,
ELDORADOPARK UIT 3,,1811,ELDORADOPARK,
ELDORADOPARK EXT 4,,1811,ELDORADOPARK,
ELDORADOPARK UIT 4,,1811,ELDORADOPARK,
ELDORADOPARK EXT 5,1813,1811,ELDORADOPARK,
ELDORADOPARK UIT 5,1813,1811,ELDORADOPARK,
ELDORADOPARK EXT 6,,1811,ELDORADOPARK,
ELDORADOPARK UIT 6,,1811,ELDORADOPARK,
ELDORADOPARK EXT 7,,1811,ELDORADOPARK,
ELDORADOPARK UIT 7,,1811,ELDORADOPARK,
ELDORADOPARK EXT 8,,1811,ELDORADOPARK,
ELDORADOPARK UIT 8,,1811,ELDORADOPARK,
ELDORADOPARK EXT 9,,1811,ELDORADOPARK,
ELDORADOPARK UIT 9,,1811,ELDORADOPARK,
ELDORAIGNE,0171,0157,CENTURION,
ELDORAIGNE EXT 1,,0157,CENTURION,
ELDORAIGNE UIT 1,,0157,CENTURION,
ELDORAIGNE EXT 11,,0157,CENTURION,
ELDORAIGNE UIT 11,,0157,CENTURION,
ELDORAIGNE EXT 16,,0157,CENTURION,
ELDORAIGNE UIT 16,,0157,CENTURION,
ELDORAIGNE EXT 17,,0157,CENTURION,
ELDORAIGNE UIT 17,,0157,CENTURION,
ELDORAIGNE EXT 18,,0157,CENTURION,
ELDORAIGNE UIT 18,,0157,CENTURION,
ELDORAIGNE EXT 19,,0157,CENTURION,
ELDORAIGNE UIT 19,,0157,CENTURION,
ELDORAIGNE EXT 2,,0157,CENTURION,
ELDORAIGNE UIT 2,,0157,CENTURION,
ELDORAIGNE EXT 20,0171,0157,CENTURION,
ELDORAIGNE UIT 20,0171,0157,CENTURION,
ELDORAIGNE EXT 21,,0157,CENTURION,
ELDORAIGNE UIT 21,,0157,CENTURION,
ELDORAIGNE EXT 23,0171,0157,CENTURION,
ELDORAIGNE UIT 23,0171,0157,CENTURION,
ELDORAIGNE EXT 26,,0157,CENTURION,
ELDORAIGNE UIT 26,,0157,CENTURION,
ELDORAIGNE EXT 27,,0157,CENTURION,
ELDORAIGNE UIT 27,,0157,CENTURION,
ELDORAIGNE EXT 3,,0157,CENTURION,
ELDORAIGNE UIT 3,,0157,CENTURION,
ELDORAIGNE EXT 31,,0157,CENTURION,
ELDORAIGNE UIT 31,,0157,CENTURION,
ELDORAIGNE EXT 32,,0157,CENTURION,
ELDORAIGNE UIT 32,,0157,CENTURION,
ELDORAIGNE EXT 33,,0157,CENTURION,
ELDORAIGNE UIT 33,,0157,CENTURION,
ELDORAIGNE EXT 35,,0157,CENTURION,
ELDORAIGNE UIT 35,,0157,CENTURION,
ELDORAIGNE EXT 37,,0157,CENTURION,
ELDORAIGNE UIT 37,,0157,CENTURION,
ELDORAIGNE EXT 38,0171,0157,CENTURION,
ELDORAIGNE UIT 38,0171,0157,CENTURION,
ELDORAIGNE EXT 39,,0157,CENTURION,
ELDORAIGNE UIT 39,,0157,CENTURION,
ELDORAIGNE EXT 40,,0157,CENTURION,
ELDORAIGNE UIT 40,,0157,CENTURION,
ELDORAIGNE EXT 45,,0157,CENTURION,
ELDORAIGNE UIT 45,,0157,CENTURION,
ELDORAIGNE EXT 47,,0157,CENTURION,
ELDORAIGNE UIT 47,,0157,CENTURION,
ELDORAIGNE EXT 5,,0157,CENTURION,
ELDORAIGNE UIT 5,,0157,CENTURION,
ELDORAIGNE EXT 6,,0157,CENTURION,
ELDORAIGNE UIT 6,,0157,CENTURION,
ELDORAIGNE EXT 9,,0157,CENTURION,
ELDORAIGNE UIT 9,,0157,CENTURION,
ELDORETTE EXT 1,,0182,PRETORIA NORTH,
ELDORETTE UIT 1,,0182,PRETORIA NORTH,
ELECTION PARK,1916,,VANDERBIJLPARK,
ELECTRAPARK,,8301,KIMBERLEY,
ELECTRIC CITY,,7100,EERSTE RIVER,
ELECTRON,,2197,JOHANNESBURG,
ELEPHANT PARK,6109,,ADDO,
OLIFANTPARK,6109,,ADDO,
ELFINDALE EST,,7945,HEATHFIELD,
ELFINDALE LGD,,7945,HEATHFIELD,
ELGIN,7180,,GRABOUW,
ELIDINGA EXT 1,1635,1632,TEMBISA,
ELIDINGA UIT 1,1635,1632,TEMBISA,
ELIDINGA SECTION,,1632,TEMBISA,
ELIDINGA SEKSIE,,1632,TEMBISA,
ELILIBA EXT 10,,1632,TEMBISA,
ELILIBA UIT 10,,1632,TEMBISA,
ELIM,,7580,KUILS RIVER,
ELIM,7284,7284,GRABOUW,
ELIM HOSPITAL,0960,0960,LOUIS TRICHARDT,
ELIM HOSPITAAL,0960,0960,LOUIS TRICHARDT,
ELITE,9869,,PHUTHADITJHABA,
ELITHA,,5100,MTHATHA,
ELLADOONE,,2197,JOHANNESBURG,
ELLATON,,2571,KLERKSDORP,
ELLATON EXT,,2571,KLERKSDORP,
ELLATON UIT,,2571,KLERKSDORP,
ELLIOT,5460,5460,ELLIOT,
ELLIOTDALE,5070,5070,ELLIOTDALE,
ELLIS PARK,,4051,DURBAN NORTH,
ELLIS PARK,,2094,JOHANNESBURG,
ELLISRAS,0555,0555,ELLISRAS,
ELMA PARK,1641,1609,EDENVALE,
ELMESTON,0532,,ELLISRAS,
ELNOR EST,,7490,MATROOSFONTEIN,
ELNOR LGD,,7490,MATROOSFONTEIN,
ELOFF,2211,,DELMAS,
ELOFFSDAL,,0084,MOOT,
ELOFSDAL,,0084,MOOT,
ELONWABENI,7791,,KHAYELITSHA,
ELRICHT EST,,7646,PAARL,
ELRICHT LGD,,7646,PAARL,
ELSBURG,1407,1428,GERMISTON,
ELSBURG EXT 1,,1428,GERMISTON,
ELSBURG UIT 1,,1428,GERMISTON,
ELSENBURG,7607,,STELLENBOSCH,
ELSIE'S RIVER,7480,7490,MATROOSFONTEIN,
ELSIESRIVIER,7480,7490,MATROOSFONTEIN,
ELSIES RIVER,7480,7490,MATROOSFONTEIN,
ELSIESRIVIER,7480,7490,MATROOSFONTEIN,
ELSIESHOF,,2094,JOHANNESBURG,
ELSPARK,1418,1428,GERMISTON,
ELSPARK EXT 1,,1428,GERMISTON,
ELSPARK UIT 1,,1428,GERMISTON,
ELSPARK EXT 2,,1428,GERMISTON,
ELSPARK UIT 2,,1428,GERMISTON,
ELSPARK EXT 3,,1428,GERMISTON,
ELSPARK UIT 3,,1428,GERMISTON,
ELSPARK EXT 4,,1428,GERMISTON,
ELSPARK UIT 4,,1428,GERMISTON,
ELTI VILLAS,0922,0920,LOUIS TRICHARDT,
ELTI VILLAS EXT 1,0920,0920,LOUIS TRICHARDT,
ELTI VILLAS UIT 1,0920,0920,LOUIS TRICHARDT,
ELTONHILL,,2196,JOHANNESBURG,
ELTONHILL EXT 2,,2196,JOHANNESBURG,
ELTONHILL UIT 2,,2196,JOHANNESBURG,
ELTONHILL EXT 3,,2196,JOHANNESBURG,
ELTONHILL UIT 3,,2196,JOHANNESBURG,
ELTORO PARK,,8301,KIMBERLEY,
ELUGELWENI,4735,,MOUNT AYLIFF,
ELUKWATINI,1192,1192,BELFAST,
ELUNDINI,,6200,PORT ELIZABETH,
ELWYN PARK,,7764,LANSDOWNE,
ELYSIUM,4185,,IFAFA BEACH,
EMABHELENI,5100,,MTHATHA,
EMABONDVWENI,1337,,SHONGWE MISSION,
EMACHOBENI,4310,4309,INANDA,
EMAFUSINI,3080,,DANNHAUSER,
EMAGABENI,4189,4170,UMKOMAAS,
EMAHLABATINI,2920,,WASBANK,
EMAKHAZENI,1100,1100,MIDDELBURG,
EMAKHAZENI EXT,1100,1100,BELFAST,
EMAKHAZENI UIT,1100,1100,BELFAST,
EMAKHAZENI EXT 2,1100,1100,BELFAST,
EMAKHAZENI UIT 2,1100,1100,BELFAST,
EMAKHAZENI EXT 3,1100,1100,BELFAST,
EMAKHAZENI UIT 3,1100,1100,BELFAST,
EMAKULENI,1519,,DAVEYTON,
EMAKWEZENI,3880,,EMPANGENI,
EMALAHLENI,1035,1034,WITBANK,
EMALAHLENI EXT 1,1035,1034,WITBANK,
EMALAHLENI UIT 1,1035,1034,WITBANK,
EMALAHLENI EXT 10,1035,1034,WITBANK,
EMALAHLENI UIT 10,1035,1034,WITBANK,
EMALAHLENI EXT 11,1035,1034,WITBANK,
EMALAHLENI UIT 11,1035,1034,WITBANK,
EMALAHLENI EXT 12,1035,1034,WITBANK,
EMALAHLENI UIT 12,1035,1034,WITBANK,
EMALAHLENI EXT 16,1035,1034,WITBANK,
EMALAHLENI UIT 16,1035,1034,WITBANK,
EMALAHLENI EXT 17,1035,1034,WITBANK,
EMALAHLENI UIT 17,1035,1034,WITBANK,
EMALAHLENI EXT 18,1035,1034,WITBANK,
EMALAHLENI UIT 18,1035,1034,WITBANK,
EMALAHLENI EXT 2,1035,1034,WITBANK,
EMALAHLENI UIT 2,1035,1034,WITBANK,
EMALAHLENI EXT 20,1035,1034,WITBANK,
EMALAHLENI UIT 20,1035,1034,WITBANK,
EMALAHLENI EXT 23,1035,1034,WITBANK,
EMALAHLENI UIT 23,1035,1034,WITBANK,
EMALAHLENI EXT 25,1035,1034,WITBANK,
EMALAHLENI UIT 25,1035,1034,WITBANK,
EMALAHLENI EXT 3,1035,1034,WITBANK,
EMALAHLENI UIT 3,1035,1034,WITBANK,
EMALAHLENI EXT 4,1035,1034,WITBANK,
EMALAHLENI UIT 4,1035,1034,WITBANK,
EMALAHLENI EXT 41,1035,1034,WITBANK,
EMALAHLENI UIT 41,1035,1034,WITBANK,
EMALAHLENI EXT 49,1035,1034,WITBANK,
EMALAHLENI UIT 49,1035,1034,WITBANK,
EMALAHLENI EXT 5,1035,1034,WITBANK,
EMALAHLENI UIT 5,1035,1034,WITBANK,
EMALAHLENI EXT 6,1035,1034,EMALAHLENI,
EMALAHLENI UIT 6,1035,1034,EMALAHLENI,
EMALAHLENI EXT 60,1035,1034,WITBANK,
EMALAHLENI UIT 60,1035,1034,WITBANK,
EMALAHLENI EXT 7,1035,1039,WITBANK,
EMALAHLENI UIT 7,1035,1039,WITBANK,
EMALAHLENI EXT 8,1035,1034,WITBANK,
EMALAHLENI UIT 8,1035,1034,WITBANK,
EMALAHLENI EXT 9,1035,1034,WITBANK,
EMALAHLENI UIT 9,1035,1034,WITBANK,
EMALAHLENI NORTH,1072,1034,WITBANK,
EMALAHLENI-NOORD,1072,1034,WITBANK,
EMALANGENI,4209,,UMZINTO,
EMANGENI SECTION,,1632,TEMBISA,
EMANGENI SEKSIE,,1632,TEMBISA,
EMANSENSENI,,3610,HILLCREST,
EMANTLANENI,4828,,LUSIKISIKI,
EMANYISENI,3977,,INGWAVUMA,
EMAPHAYA,3963,3963,JOZINI,
EMAPHEPHETHENI,4312,,NDWEDWE,
EMAPULAZINI,4310,4309,INANDA,
EMAUS,3605,3610,PINETOWN,
EMAZABEKWENI,3306,,HIGHFLATS,
EMBALENHLE,2285,2285,EVANDER,
EMBALENHLE EXT 1,2285,2285,EMBALENHLE,
EMBALENHLE UIT 1,2285,2285,EMBALENHLE,
EMBALENHLE EXT 10,2285,2285,EMBALENHLE,
EMBALENHLE UIT 10,2285,2285,EMBALENHLE,
EMBALENHLE EXT 11,2285,2285,EMBALENHLE,
EMBALENHLE UIT 11,2285,2285,EMBALENHLE,
EMBALENHLE EXT 12,2285,2285,EMBALENHLE,
EMBALENHLE UIT 12,2285,2285,EMBALENHLE,
EMBALENHLE EXT 13,2285,2285,EMBALENHLE,
EMBALENHLE UIT 13,2285,2285,EMBALENHLE,
EMBALENHLE EXT 14,2285,2285,EMBALENHLE,
EMBALENHLE UIT 14,2285,2285,EMBALENHLE,
EMBALENHLE EXT 15,2285,2285,EMBALENHLE,
EMBALENHLE UIT 15,2285,2285,EMBALENHLE,
EMBALENHLE EXT 16,2285,2285,EMBALENHLE,
EMBALENHLE UIT 16,2285,2285,EMBALENHLE,
EMBALENHLE EXT 17,2285,2285,EMBALENHLE,
EMBALENHLE UIT 17,2285,2285,EMBALENHLE,
EMBALENHLE EXT 18,2285,2285,EMBALENHLE,
EMBALENHLE UIT 18,2285,2285,EMBALENHLE,
EMBALENHLE EXT 19,2285,2285,EMBALENHLE,
EMBALENHLE UIT 19,2285,2285,EMBALENHLE,
EMBALENHLE EXT 2,2285,2285,EMBALENHLE,
EMBALENHLE UIT 2,2285,2285,EMBALENHLE,
EMBALENHLE EXT 20,2285,2285,EVANDER,
EMBALENHLE UIT 20,2285,2285,EVANDER,
EMBALENHLE EXT 21,2285,2285,EMBALENHLE,
EMBALENHLE UIT 21,2285,2285,EMBALENHLE,
EMBALENHLE EXT 22,2285,2285,EMBALENHLE,
EMBALENHLE UIT 22,2285,2285,EMBALENHLE,
EMBALENHLE EXT 25,2285,2285,EMBALENHLE,
EMBALENHLE UIT 25,2285,2285,EMBALENHLE,
EMBALENHLE EXT 26,2285,2285,EMBALENHLE,
EMBALENHLE UIT 26,2285,2285,EMBALENHLE,
EMBALENHLE EXT 3,2285,2285,EMBALENHLE,
EMBALENHLE UIT 3,2285,2285,EMBALENHLE,
EMBALENHLE EXT 4,2285,2285,EMBALENHLE,
EMBALENHLE UIT 4,2285,2285,EMBALENHLE,
EMBALENHLE EXT 5,2285,2285,EMBALENHLE,
EMBALENHLE UIT 5,2285,2285,EMBALENHLE,
EMBALENHLE EXT 6,2285,2285,EMBALENHLE,
EMBALENHLE UIT 6,2285,2285,EMBALENHLE,
EMBALENHLE EXT 7,2285,2285,EMBALENHLE,
EMBALENHLE UIT 7,2285,2285,EMBALENHLE,
EMBALENHLE EXT 8,2285,2285,EMBALENHLE,
EMBALENHLE UIT 8,2285,2285,EMBALENHLE,
EMBALENHLE EXT 9,2285,2285,EMBALENHLE,
EMBALENHLE UIT 9,2285,2285,EMBALENHLE,
EMBALI,2513,2513,CARLETONVILLE,
EMBERTON,,3610,GILLITTS,
EMBLEM,5090,,MOUNT FRERE,
EMBONISWENI,1252,,KABOKWENI,
EMBUYENI,4342,,NDWEDWE,
EMDENI,,1861,NALEDI,
EMDENI EXT,,1861,NALEDI,
EMDENI UIT,,1861,NALEDI,
EMDENI EXT 1,,1861,NALEDI,
EMDENI UIT 1,,1861,NALEDI,
EMDENI EXT 2,,1861,NALEDI,
EMDENI UIT 2,,1861,NALEDI,
EMDENI EXT 3,,1861,NALEDI,
EMDENI UIT 3,,1861,NALEDI,
EMDENI EXT 4,,1861,NALEDI,
EMDENI UIT 4,,1861,NALEDI,
EMDENI NORTH,,1861,NALEDI,
EMDENI-NOORD,,1861,NALEDI,
EMDENI SOUTH,,1861,NALEDI,
EMDENI-SUID,,1861,NALEDI,
EMDO PARK,0704,0699,POLOKWANE,
EMDOPARK,0704,0699,POLOKWANE,
EMDUMEZULU,4105,,UMBUMBULU,
EMERALD HILL,6011,,PORT ELIZABETH,
EMFIHLWENI,,1632,TEMBISA,
EMFUNDWENI,3080,,DANNHAUSER,
EMGULATSHANI,2389,,PIET RETIEF,
EMGWENYA,1195,1195,NELSPRUIT,
EMJINDINI,1309,,BARBERTON,
EMKHATHINI SECTION,,1632,TEMBISA,
EMKHATHINI SEKSIE,,1632,TEMBISA,
EMLALAZI,3894,,ESHOWE,
EMLANJENI,0363,,THABAZIMBI,
EMMARENTIA,2029,2195,JOHANNESBURG,
EMMARENTIA EXT,,2195,JOHANNESBURG,
EMMARENTIA UIT,,2195,JOHANNESBURG,
EMMAUS,3605,3610,PINETOWN,
EMMAUS,3343,,WINTERTON,
EMNINI,4151,,UMBOGINTWINI,
EMNOTWENI,1110,,LYDENBURG,
EMONA,,4399,TONGAAT,
EMONDLO,3105,3105,VRYHEID,
EMONDLO BLOCK A,3105,3105,VRYHEID,
EMONDLO BLOK A,3105,3105,VRYHEID,
EMOYENI,2952,2952,OSIZWENI,
EMOYENI,3805,,GINGINDLOVU,
EMOYENI,4275,,MARGATE,
EMOYENI,3350,,BERGVILLE,
EMPANGELA,3880,3880,EMPANGENI,
EMPANGENI,3880,3880,RICHARDS BAY,
EMPANGENI EXT 17,3880,3880,EMPANGENI,
EMPANGENI UIT 17,3880,3880,EMPANGENI,
EMPANGENI EXT 38,3880,3880,EMPANGENI,
EMPANGENI UIT 38,3880,3880,EMPANGENI,
EMPANGENI STATION,3910,,EMPANGENI,
EMPANGENI STASIE,3910,,EMPANGENI,
EMPHITHI,3084,,DANNHAUSER,
EMPUMALANGA,0458,0458,MARBLE HALL,
EMPUMENI,3885,,EMPANGENI,
EMPUNGA,3286,,KRANSKOP,
EMPUNGENI,4450,4449,STANGER,
EMSHININI,,3609,PINETOWN,
EMTHEMBENI,4340,4339,VERULAM,
EMZINONI,,2309,BETHAL,
EMZINONI EXT 1,,2311,BETHAL,
EMZINONI UIT 1,,2311,BETHAL,
EMZINONI EXT 2,,2311,BETHAL,
EMZINONI UIT 2,,2311,BETHAL,
EMZINONI EXT 22,2311,2311,BETHAL,
EMZINONI UIT 22,2311,2311,BETHAL,
EMZINONI EXT 23,,2311,BETHAL,
EMZINONI UIT 23,,2311,BETHAL,
EMZINONI EXT 3,,2311,BETHAL,
EMZINONI UIT 3,,2311,BETHAL,
EMZINONI EXT 4,2312,2312,BETHAL,
EMZINONI UIT 4,2312,2312,BETHAL,
EMZINONI EXT 5,2312,2311,BETHAL,
EMZINONI UIT 5,2312,2311,BETHAL,
EMZINONI EXT 6,2312,2311,BETHAL,
EMZINONI UIT 6,2312,2311,BETHAL,
ENDICOTT,1574,1559,SPRINGS,
ENDLOVINI,3867,,MTUNZINI,
ENDULWINI SECTION,1628,1632,TEMBISA,
ENDULWINI SEKSIE,1628,1632,TEMBISA,
ENGCOBO,5050,5050,ENGCOBO,
ENGONYAMENI,3867,,MTUNZINI,
ENGONYAMENI,4031,,UMLAZI,
ENHLALAKAHLE,3500,3500,GREYTOWN,
ENHLANZENI,,1632,TEMBISA,
ENHLANZENI,3700,,HAMMARSDALE,
ENJABULWENI,2959,,NEWCASTLE,
ENKA NINI,1519,,DAVEYTON,
ENKANGALA,3935,,MTUBATUBA,
ENKANYEZI,3360,,COLENSO,
ENKELBULT,0556,0556,ELLISRAS,
ENKULEKWENI,3302,,HOWICK,
ENNERDALE,1826,1830,ENNERDALE,
ENNERDALE EXT 1,,1830,ENNERDALE,
ENNERDALE UIT 1,,1830,ENNERDALE,
ENNERDALE EXT 10,,1830,ENNERDALE,
ENNERDALE UIT 10,,1830,ENNERDALE,
ENNERDALE EXT 11,,1830,ENNERDALE,
ENNERDALE UIT 11,,1830,ENNERDALE,
ENNERDALE EXT 12,,1830,ENNERDALE,
ENNERDALE UIT 12,,1830,ENNERDALE,
ENNERDALE EXT 13,,1830,ENNERDALE,
ENNERDALE UIT 13,,1830,ENNERDALE,
ENNERDALE EXT 14,,1830,ENNERDALE,
ENNERDALE UIT 14,,1830,ENNERDALE,
ENNERDALE EXT 2,,1830,ENNERDALE,
ENNERDALE UIT 2,,1830,ENNERDALE,
ENNERDALE EXT 24,,1830,ENNERDALE,
ENNERDALE UIT 24,,1830,ENNERDALE,
ENNERDALE EXT 3,,1830,ENNERDALE,
ENNERDALE UIT 3,,1830,ENNERDALE,
ENNERDALE EXT 30,,1830,ENNERDALE,
ENNERDALE UIT 30,,1830,ENNERDALE,
ENNERDALE EXT 5,,1830,ENNERDALE,
ENNERDALE UIT 5,,1830,ENNERDALE,
ENNERDALE EXT 6,,1830,ENNERDALE,
ENNERDALE UIT 6,,1830,ENNERDALE,
ENNERDALE EXT 7,,1830,ENNERDALE,
ENNERDALE UIT 7,,1830,ENNERDALE,
